"id","created","updated","investigation_id","five_why_id","flash_report_id","root_cause_detail_id","title","description","priority","date_due","supervisor_id","status","date_closed","is_historical","is_archived","archive_user_id","archive_datetime"
13684,2020-12-21 10:04:17.000 +0800,2021-09-14 02:46:28.000 +0800,908,,,,Update diaphragm install PRT; Historical Sharepoint Solomon Id 2002,,Low,2021-09-13 16:00:00.000 +0800,4455,3,2022-08-01 08:00:00.000 +0800,1,false,,
10905,2021-09-14 00:00:00.000 +0800,2021-09-14 00:00:00.000 +0800,193,,,,Failed Turbo  sent to Cummins for Failure Reports; Historical BMS Id: AT-9999999_3784,.,Medium,2021-09-14 00:00:00.000 +0800,12776,3,2021-09-14 00:00:00.000 +0800,1,false,,
12275,2021-09-14 00:00:00.000 +0800,2021-09-14 00:00:00.000 +0800,186,,,,Analyse breakdowns reported on machine since the new component was installed; Historical BMS Id: AT-9999999_3788,.,Medium,2021-09-14 00:00:00.000 +0800,12776,3,2021-09-14 00:00:00.000 +0800,1,false,,
12439,2021-09-14 00:00:00.000 +0800,2021-09-14 00:00:00.000 +0800,193,,,,Follow up with Cummins and Make sure they pick up Failed Turbo from Trinity Shut Pad; Historical BMS Id: AT-9999999_3783,.,Medium,2021-09-14 00:00:00.000 +0800,12776,3,2021-09-14 00:00:00.000 +0800,1,false,,
15397,2021-08-02 05:07:05.000 +0800,2021-09-13 21:12:00.000 +0800,1436,,,,Confirm HS coupling bearing requirements; Historical Sharepoint CB Id: 609,,High,2021-09-13 16:00:00.000 +0800,11150,3,2021-09-13 16:00:00.000 +0800,1,false,,
15371,2020-12-04 23:32:14.000 +0800,2021-09-13 09:37:49.000 +0800,1348,,,,Scope requirements for pan type rip detectors on critical belts and start installation project; Historical Sharepoint CB Id: 418,,High,2021-09-13 16:00:00.000 +0800,11150,3,2021-09-12 16:00:00.000 +0800,1,false,,
15391,2021-06-22 05:56:06.000 +0800,2021-09-13 02:30:47.000 +0800,1367,,,,Organise sealing of current pulley locking assembly caps in wet plant areas; Historical Sharepoint CB Id: 588,,High,2021-09-29 16:00:00.000 +0800,11150,3,2021-09-12 16:00:00.000 +0800,1,false,,
15402,2021-09-11 09:38:11.000 +0800,2021-09-13 01:13:30.000 +0800,1379,,,,Organise replacement back plate and break repair into the CP21MS06 shutdown; Historical Sharepoint CB Id: 642,,High,2021-09-12 16:00:00.000 +0800,11150,3,2021-09-11 16:00:00.000 +0800,1,false,,
11345,2021-09-13 00:00:00.000 +0800,2021-09-13 00:00:00.000 +0800,186,,,,Carry out further investigations on Bogged events and Fitting failures since the component was installed; Historical BMS Id: AT-9999999_3785,.,Medium,2021-09-13 00:00:00.000 +0800,12776,3,2021-09-13 00:00:00.000 +0800,1,false,,
10822,2021-09-12 00:00:00.000 +0800,2021-09-12 00:00:00.000 +0800,186,,,,Contact Maspro and send rotary head back to Maspro for further investigations ; Historical BMS Id: AT-9999999_3786,.,Medium,2021-09-12 00:00:00.000 +0800,5873,3,2021-09-12 00:00:00.000 +0800,1,false,,
12273,2021-09-12 00:00:00.000 +0800,2021-09-12 00:00:00.000 +0800,193,,,,Ensure Maintenance team completed turbo job with blankets and confirmed oil flow through supply line.; Historical BMS Id: AT-9999999_3782,.,Medium,2021-09-12 00:00:00.000 +0800,1089,3,2021-09-12 00:00:00.000 +0800,1,false,,
12334,2021-09-12 00:00:00.000 +0800,2021-09-12 00:00:00.000 +0800,193,,,,Quarantine failed component and contact Cummins; Historical BMS Id: AT-9999999_3781,.,Medium,2021-09-12 00:00:00.000 +0800,1089,3,2021-09-12 00:00:00.000 +0800,1,false,,
11316,2021-09-12 00:00:00.000 +0800,2021-09-12 00:00:00.000 +0800,193,,,,Hot engine shutdowns (not waiting for turbo timers; Historical BMS Id: AT-9999999_4482,Hot engine shutdowns (not waiting for turbo timers).,Medium,2021-09-12 00:00:00.000 +0800,9974,3,2021-09-12 00:00:00.000 +0800,1,false,,
15403,2021-09-11 09:40:20.000 +0800,2021-09-11 09:40:20.000 +0800,1379,,,,Organise Schenck engineer to be on site during the repair; Historical Sharepoint CB Id: 643,,High,2021-09-10 16:00:00.000 +0800,11150,3,2021-09-10 16:00:00.000 +0800,1,false,,
15395,2021-07-30 09:38:35.000 +0800,2021-09-11 04:24:27.000 +0800,1436,,,,Organise motor replacement and coupling maintenance SWIs; Historical Sharepoint CB Id: 607,,High,2021-09-29 16:00:00.000 +0800,7750,3,2021-09-10 16:00:00.000 +0800,1,false,,
15392,2021-07-30 09:30:12.000 +0800,2021-09-11 04:22:42.000 +0800,1436,,,,"Confirm HS coupling model, and ensure BOM and spare part stock levels are correct; Historical Sharepoint CB Id: 604",,Medium,2021-10-11 16:00:00.000 +0800,7750,3,2021-09-10 16:00:00.000 +0800,1,false,,
12436,2021-09-11 00:00:00.000 +0800,2021-09-11 00:00:00.000 +0800,186,,,,Inform Team and Quarantine failed Unit; Historical BMS Id: AT-9999999_3787,.,Medium,2021-09-11 00:00:00.000 +0800,4168,3,2021-09-11 00:00:00.000 +0800,1,false,,
11874,2021-09-11 00:00:00.000 +0800,2021-09-11 00:00:00.000 +0800,186,,,,Due to time restraints this rotation head was supp; Historical BMS Id: AT-9999999_4333,Due to time restraints this rotation head was supplied with a non-hardened spacer ring. ,Medium,2021-09-11 00:00:00.000 +0800,12776,3,2021-09-11 00:00:00.000 +0800,1,false,,
10843,2021-09-11 00:00:00.000 +0800,2021-09-11 00:00:00.000 +0800,186,,,,Wrong consumable setup on D65 Machines in Solomon ; Historical BMS Id: AT-9999999_4334,Wrong consumable setup on D65 Machines in Solomon which creates harsh operating conditions,Medium,2021-09-11 00:00:00.000 +0800,12776,3,2021-09-11 00:00:00.000 +0800,1,false,,
12176,2021-09-11 00:00:00.000 +0800,2021-09-11 00:00:00.000 +0800,186,,,,Faulty Components by OEM; Historical BMS Id: AT-9999999_4335,Faulty Components by OEM,Medium,2021-09-11 00:00:00.000 +0800,12776,3,2021-09-11 00:00:00.000 +0800,1,false,,
14746,2018-03-06 16:00:00.000 +0800,2021-09-10 22:18:07.000 +0800,1197,,,,Perform a Circuit Breaker Discrimination Review of the Distribution Network to Ensure Trips are correctly graded; Historical Sharepoint CC Id: 58,,Medium,2021-06-29 16:00:00.000 +0800,14134,3,2018-03-06 16:00:00.000 +0800,1,false,,
13807,2021-09-02 00:20:03.000 +0800,2021-09-09 04:14:02.000 +0800,962,,,,Investigate replacement strategy/create one if it doesn't exist; Historical Sharepoint Solomon Id 2184,,Medium,2021-09-29 16:00:00.000 +0800,14158,3,2022-08-01 08:00:00.000 +0800,1,false,,
14657,2018-03-06 16:00:00.000 +0800,2021-09-08 04:57:17.000 +0800,1175,,,,"Review / revise all brake work instruction docs, ITPs, manuals and drawings; Historical Sharepoint CC Id: 36",,Medium,2020-10-14 16:00:00.000 +0800,9530,3,2018-03-06 16:00:00.000 +0800,1,false,,
14546,2018-03-06 16:00:00.000 +0800,2021-09-08 02:42:31.000 +0800,1181,,,,Investigate Standardise HPU systems between the CSB355 & BSFI200; Historical Sharepoint CC Id: 42,,Medium,2020-08-14 16:00:00.000 +0800,3641,1,2018-03-06 16:00:00.000 +0800,1,false,,
15092,2021-07-22 02:07:09.000 +0800,2021-09-07 02:11:14.000 +0800,1367,,,,Raise change request for Rotable type J pullies to be coated with the resin coating (Rhino lined).; Historical Sharepoint CB Id: 598,,Low,2021-09-20 16:00:00.000 +0800,11150,3,2021-09-06 16:00:00.000 +0800,1,false,,
11004,2021-09-07 00:00:00.000 +0800,2021-09-07 00:00:00.000 +0800,197,,,,"Investigate historical data - SOS results, Service Records, SAP Data, DEMs Data; Historical BMS Id: AT-9999999_3821",.,Medium,2021-09-07 00:00:00.000 +0800,9974,3,2021-09-07 00:00:00.000 +0800,1,false,,
13804,2021-08-16 23:32:18.000 +0800,2021-09-02 23:25:50.000 +0800,962,,,,Escalate MD of speed encoder; Historical Sharepoint Solomon Id 2178,,Medium,2021-09-02 16:00:00.000 +0800,206,3,2022-08-01 08:00:00.000 +0800,1,false,,
13806,2021-09-02 00:17:56.000 +0800,2021-09-02 03:58:15.000 +0800,962,,,,Review encoder failures and trends; Historical Sharepoint Solomon Id 2183,,Medium,2021-09-01 16:00:00.000 +0800,4799,3,2022-08-01 08:00:00.000 +0800,1,false,,
13802,2021-08-16 23:28:50.000 +0800,2021-09-02 03:57:01.000 +0800,962,,,,Notification to replace new cable in energy chain; Historical Sharepoint Solomon Id 2176,,Medium,2021-07-31 16:00:00.000 +0800,6380,3,2022-08-01 08:00:00.000 +0800,1,false,,
13801,2021-08-16 23:22:59.000 +0800,2021-09-02 03:55:41.000 +0800,962,,,,Run temporary cable; Historical Sharepoint Solomon Id 2175,,High,2021-07-27 16:00:00.000 +0800,14202,3,2022-08-01 08:00:00.000 +0800,1,false,,
13799,2021-08-15 09:17:21.000 +0800,2021-09-02 03:28:52.000 +0800,962,,,,Review and increase level of stock; Historical Sharepoint Solomon Id 2173,,High,2021-08-16 16:00:00.000 +0800,13217,3,2022-08-01 08:00:00.000 +0800,1,false,,
13726,2021-04-07 00:02:48.000 +0800,2021-09-01 09:07:51.000 +0800,931,,,,Carry out a full PM/tactic review (inc. PRT) for SZ151 Fluid Coupling and Gear Coupling; Historical Sharepoint Solomon Id 2073,,Medium,2021-09-02 16:00:00.000 +0800,12210,3,2022-08-01 08:00:00.000 +0800,1,false,,
13784,2021-07-28 07:51:31.000 +0800,2021-09-01 05:01:11.000 +0800,961,,,,Increase fuse stock levels; Historical Sharepoint Solomon Id 2158,,Medium,2021-09-14 16:00:00.000 +0800,9837,3,2022-08-01 08:00:00.000 +0800,1,false,,
14836,2018-03-06 16:00:00.000 +0800,2021-09-01 04:50:07.000 +0800,1238,,,,Implement control logic to prevent 11RW201 running on empty belt and when 11CV202A is stopped; Historical Sharepoint CC Id: 100,,Medium,2021-08-30 16:00:00.000 +0800,14173,3,2018-03-06 16:00:00.000 +0800,1,false,,
10583,2021-09-01 00:00:00.000 +0800,2021-09-01 00:00:00.000 +0800,181,,,,"Review WesTrac strip down report turbo. Determine if cause of failure was due to defect of component supplied by WesTrac, or due to issue with the operation of WC3111 by FMG that lead to the failure of turbo. ; Historical BMS Id: RCAACT-0000589","If strip report results indicate an issue external to the failed component, investigate further to prevent likelihood of repeat failure. ",Low,2021-09-01 00:00:00.000 +0800,9823,3,2021-09-01 00:00:00.000 +0800,1,false,,
11543,2021-09-01 00:00:00.000 +0800,2021-09-01 00:00:00.000 +0800,161,,,,Send failed spindle for failure analysis at Westrac; Historical BMS Id: AT-9999999_3761,.,Medium,2021-09-01 00:00:00.000 +0800,14091,3,2021-09-01 00:00:00.000 +0800,1,false,,
15031,2021-08-08 01:20:32.000 +0800,2021-08-31 22:57:59.000 +0800,1372,,,,Organise rail alignment survey for infeed and crushing shuttles.; Historical Sharepoint CB Id: 613,,Medium,2021-09-06 16:00:00.000 +0800,540,3,2021-08-31 16:00:00.000 +0800,1,false,,
15269,2021-08-21 06:37:18.000 +0800,2021-08-31 05:38:04.000 +0800,1374,,,,Complete 5 Why investigation for RCA 729; Historical Sharepoint CB Id: 617,,Medium,2021-09-20 16:00:00.000 +0800,11150,3,2021-08-30 16:00:00.000 +0800,1,false,,
10765,2021-08-31 00:00:00.000 +0800,2021-08-31 00:00:00.000 +0800,451,,,,Carry out the starter motor standardisation project ; Historical BMS Id: RCAACT-0000591,Carry out the standardisation project for the starter motors installed on the haul fleet ,Medium,2021-08-31 00:00:00.000 +0800,7995,3,2021-08-31 00:00:00.000 +0800,1,false,,
15400,2021-08-30 03:59:32.000 +0800,2021-08-30 09:13:55.000 +0800,1376,,,,Formalise oil spec change for the CV111 gearboxes; Historical Sharepoint CB Id: 625,,High,2021-09-29 16:00:00.000 +0800,11150,3,2021-08-29 16:00:00.000 +0800,1,false,,
15396,2021-07-30 09:40:13.000 +0800,2021-08-30 07:08:27.000 +0800,1436,,,,Create maintenance plans to check/replace coupling bushes; Historical Sharepoint CB Id: 608,,High,2021-08-30 16:00:00.000 +0800,11150,3,2021-08-29 16:00:00.000 +0800,1,false,,
14834,2018-03-06 16:00:00.000 +0800,2021-08-28 06:13:41.000 +0800,1218,,,,Propose design solutions for 12CV203B take up tower structure to enable easier pulley change out. (Proposal/s can then be reviewed by a structural engineer.); Historical Sharepoint CC Id: 80,,Medium,2021-09-07 16:00:00.000 +0800,14115,1,2018-03-06 16:00:00.000 +0800,1,false,,
14825,2018-03-06 16:00:00.000 +0800,2021-08-28 05:58:06.000 +0800,1232,,,,duplicate action; Historical Sharepoint CC Id: 94,,Medium,2021-08-17 16:00:00.000 +0800,950,3,2018-03-06 16:00:00.000 +0800,1,false,,
11398,2021-08-27 00:00:00.000 +0800,2021-08-27 00:00:00.000 +0800,220,,,,Turbo was replaced; Historical BMS Id: AT-9999999_3751,.,Medium,2021-08-27 00:00:00.000 +0800,14096,3,2021-08-27 00:00:00.000 +0800,1,false,,
14188,2021-07-22 06:32:21.000 +0800,2021-08-26 23:24:06.000 +0800,1069,,,,Verify VSD Overcurrent Settings ; Historical Sharepoint Eliwana Id 124,"The VSD overload current was left in default value (180A) and it is reduced to 119A. We have another mode of protection Overload relays in between the Motor and VSD, which was set at 58 A for each motor.",Medium,2021-09-03 16:00:00.000 +0800,1586,3,2021-08-26 16:00:00.000 +0800,1,false,,
13771,2021-06-25 02:26:51.000 +0800,2021-08-25 23:08:38.000 +0800,954,,,,Investigate filter belt cloth quality; Historical Sharepoint Solomon Id 2139,,High,2021-08-30 16:00:00.000 +0800,2945,3,2022-08-01 08:00:00.000 +0800,1,false,,
13722,2021-04-06 23:55:59.000 +0800,2021-08-25 22:35:39.000 +0800,931,,,,Implement OEM recommendation for constant oil quantity in Fluid Coupling; conduct trial & monitor underspeed trips/stalls; Historical Sharepoint Solomon Id 2069,,Medium,2021-08-12 16:00:00.000 +0800,2350,3,2022-08-01 08:00:00.000 +0800,1,false,,
13731,2021-04-07 01:51:53.000 +0800,2021-08-25 09:26:06.000 +0800,931,,,,Upgrade Gearbox output shaft and retaining plate with 8 holes instead of 4 holes to allow more security for Gear Coupling; Historical Sharepoint Solomon Id 2078,,Medium,2021-08-30 16:00:00.000 +0800,12210,3,2022-08-01 08:00:00.000 +0800,1,false,,
13729,2021-04-07 01:47:12.000 +0800,2021-08-25 09:25:10.000 +0800,931,,,,Check with OEM to determine the correct specs of bolt for Gear Coupling to allow mousing instead of bracing; Historical Sharepoint Solomon Id 2076,,Medium,2021-08-30 16:00:00.000 +0800,12210,3,2022-08-01 08:00:00.000 +0800,1,false,,
14779,2018-03-06 16:00:00.000 +0800,2021-08-25 06:03:00.000 +0800,1215,,,,Update the ITP (CC-13000-CK-MN-0043) to include wheel alignment measurements; Historical Sharepoint CC Id: 77,,Medium,2021-03-31 16:00:00.000 +0800,14076,3,2018-03-06 16:00:00.000 +0800,1,false,,
14780,2018-03-06 16:00:00.000 +0800,2021-08-25 06:00:06.000 +0800,1215,,,,Review & update maintenance strategy on tripper wheel replacements for OPF1; Historical Sharepoint CC Id: 77,,Medium,2021-03-14 16:00:00.000 +0800,14076,3,2018-03-06 16:00:00.000 +0800,1,false,,
14814,2018-03-06 16:00:00.000 +0800,2021-08-25 04:25:41.000 +0800,1226,,,,Adjust maintenance strategies; Historical Sharepoint CC Id: 88,,Medium,2021-09-07 16:00:00.000 +0800,12884,3,2018-03-06 16:00:00.000 +0800,1,false,,
13753,2021-06-07 05:02:41.000 +0800,2021-08-25 03:58:19.000 +0800,936,,,,Coordinate training for Elec engineering and maintenance team; Historical Sharepoint Solomon Id 2114,,Medium,2021-10-07 16:00:00.000 +0800,8700,3,2022-08-01 08:00:00.000 +0800,1,false,,
14139,2021-03-31 09:10:13.000 +0800,2021-08-25 02:12:21.000 +0800,1051,,,,Investigate optimisation of primary and tertiary crushers to allow removal of sizers from operation. ; Historical Sharepoint Eliwana Id 75,Note - At this point in time primary crusher liners will not allow for this. Not an option at this point in time without significant changes to the primary crusher. ,Medium,2021-07-29 16:00:00.000 +0800,3233,3,2022-08-02 00:00:00.000 +0800,1,false,,
14147,2021-04-08 07:08:46.000 +0800,2021-08-25 00:53:10.000 +0800,1066,,,,Investigate changing/improving level sensors inside Primary Crusher ; Historical Sharepoint Eliwana Id 83,Investigate what is needed to improve level sensors inside crusher to give better control over operating level of ore in crusher. ,Medium,2021-06-29 16:00:00.000 +0800,1586,3,2021-06-29 16:00:00.000 +0800,1,false,,
14154,2021-04-08 07:17:55.000 +0800,2021-08-25 00:52:40.000 +0800,1066,,,,Investigate liner suitability to current operating parameters; Historical Sharepoint Eliwana Id 90,"Liners were generic 14% manganese liners. hese liners need to be work hardned to be effective. However, eliwnana's material is fine, and with lack of choke in the primary crusher these liners were not suitable for application . ",Medium,2021-06-29 16:00:00.000 +0800,4314,3,2021-06-29 16:00:00.000 +0800,1,false,,
14152,2021-04-08 07:16:12.000 +0800,2021-08-25 00:51:28.000 +0800,1066,,,,Obtain correct tooling required to correctly measure crusher gap ; Historical Sharepoint Eliwana Id 88,"0",Medium,2021-06-29 16:00:00.000 +0800,4314,3,2021-06-29 16:00:00.000 +0800,1,false,,
14149,2021-04-08 07:11:43.000 +0800,2021-08-25 00:50:53.000 +0800,1066,,,,Investigate installation of deflector under feeder to alter feed profile into crusher; Historical Sharepoint Eliwana Id 85,"Through EMtek, investigate feasability of installing a deflector below apron feeder",Medium,2021-04-23 16:00:00.000 +0800,6190,3,2021-08-24 16:00:00.000 +0800,1,false,,
14143,2021-04-07 05:18:45.000 +0800,2021-08-25 00:45:54.000 +0800,1065,,,,Install 12 mm BIS Plate protection ; Historical Sharepoint Eliwana Id 79,Install 12 MM BIS Plate to protect supply lines. Sandun Welisara has already raised 3 x notifications for this work. Work planned in for July Shutdown Works completed in July shutdown ,Medium,2021-07-29 16:00:00.000 +0800,7998,3,2021-05-18 16:00:00.000 +0800,1,false,,
11794,2021-08-25 00:00:00.000 +0800,2021-08-25 00:00:00.000 +0800,161,,,,New spindle ordered under warranty from Westrac.; Historical BMS Id: AT-9999999_3721,.,Medium,2021-08-25 00:00:00.000 +0800,14091,3,2021-08-25 00:00:00.000 +0800,1,false,,
13597,2020-08-22 08:51:21.000 +0800,2021-08-24 22:58:00.000 +0800,893,,,,Rectify SK801 UPS Batteries on KV20OP11; Historical Sharepoint Solomon Id 1855,,Medium,2021-08-30 16:00:00.000 +0800,12324,3,2022-08-01 08:00:00.000 +0800,1,false,,
13699,2021-02-27 08:48:49.000 +0800,2021-08-24 22:42:45.000 +0800,919,,,,Replace CV704-MPN04-MPN05-C01 cable; Historical Sharepoint Solomon Id 2037,,Low,2021-08-30 16:00:00.000 +0800,12324,3,2022-08-01 08:00:00.000 +0800,1,false,,
14138,2021-03-31 09:08:54.000 +0800,2021-08-24 08:55:02.000 +0800,1058,,,,Investigate possibility of reducing primary crusher gap settings to relieve pressure on sizers. ; Historical Sharepoint Eliwana Id 74,Primary crusher has been recently rebuilt and gap setting have been updated accordingly,Medium,2021-07-29 16:00:00.000 +0800,3233,3,2021-08-23 16:00:00.000 +0800,1,false,,
15266,2021-08-08 01:18:12.000 +0800,2021-08-24 05:26:15.000 +0800,1372,,,,Review shuttle wheel bushing lubrication strategy; Historical Sharepoint CB Id: 612,,Medium,2021-08-23 16:00:00.000 +0800,11150,3,2021-08-23 16:00:00.000 +0800,1,false,,
15172,2021-08-08 01:11:04.000 +0800,2021-08-24 04:13:52.000 +0800,1372,,,,Conduct audit on all shuttles to identify outstanding wheel changeouts.; Historical Sharepoint CB Id: 610,,High,2021-08-23 16:00:00.000 +0800,540,3,2021-08-23 16:00:00.000 +0800,1,false,,
14089,2021-02-03 00:12:21.000 +0800,2021-08-23 08:08:25.000 +0800,1049,,,,Create SWI for filling and topping up pinion oil which details filling location; Historical Sharepoint Eliwana Id 17,SWI complete and document controlled,Medium,2021-02-11 16:00:00.000 +0800,6776,3,2021-08-18 16:00:00.000 +0800,1,false,,
15267,2021-08-08 01:21:41.000 +0800,2021-08-23 07:43:12.000 +0800,1372,,,,Organise rail alignment survey for screening shuttles.; Historical Sharepoint CB Id: 614,,Medium,2021-09-27 16:00:00.000 +0800,11150,3,2021-08-22 16:00:00.000 +0800,1,false,,
13790,2021-08-05 00:41:11.000 +0800,2021-08-23 02:41:38.000 +0800,963,,,,Inspect Profibus cables for sign of damage; Historical Sharepoint Solomon Id 2164,,Medium,2021-08-30 16:00:00.000 +0800,1155,3,2022-08-01 08:00:00.000 +0800,1,false,,
11519,2021-08-23 00:00:00.000 +0800,2021-08-23 00:00:00.000 +0800,161,,,,Poor operator practices; Historical BMS Id: AT-9999999_4002,Poor operator practices,Medium,2021-08-23 00:00:00.000 +0800,14091,3,2021-08-23 00:00:00.000 +0800,1,false,,
11068,2021-08-23 00:00:00.000 +0800,2021-08-23 00:00:00.000 +0800,161,,,,Inadequate feedback on poor operating practices fr; Historical BMS Id: AT-9999999_4003,Inadequate feedback on poor operating practices from the Mining Operations Supervisory Team.,Medium,2021-08-23 00:00:00.000 +0800,14091,3,2021-08-23 00:00:00.000 +0800,1,false,,
12486,2021-08-23 00:00:00.000 +0800,2021-08-23 00:00:00.000 +0800,161,,,,Reusable spindles used on Fortescue Fleet from Wes; Historical BMS Id: AT-9999999_4004,Reusable spindles used on Fortescue Fleet from Westrac.,Medium,2021-08-23 00:00:00.000 +0800,14091,3,2021-08-23 00:00:00.000 +0800,1,false,,
11021,2021-08-23 00:00:00.000 +0800,2021-08-23 00:00:00.000 +0800,161,,,,Spindle Reuseabality results in pre-mature materia; Historical BMS Id: AT-9999999_4005,Spindle Reuseabality results in pre-mature material failures.,Medium,2021-08-23 00:00:00.000 +0800,14091,3,2021-08-23 00:00:00.000 +0800,1,false,,
13778,2021-07-27 08:53:08.000 +0800,2021-08-19 07:39:17.000 +0800,951,,,,"Action 6- Investigate with Vendor to include bond test, adhesion test or Lag Pull off test to evaluate whether the lagging is fit for purpose for operation Or Develop time a based strategy for replacing the rubber lagging for Old and unused pulleys (≥5; Historical Sharepoint Solomon Id 2148",,Medium,2021-10-14 16:00:00.000 +0800,9517,3,2022-08-01 08:00:00.000 +0800,1,false,,
13777,2021-07-27 08:47:56.000 +0800,2021-08-19 07:34:15.000 +0800,951,,,,Check FMG repair specifications for pulleys with rubber lagging.; Historical Sharepoint Solomon Id 2147,,Medium,2021-10-14 16:00:00.000 +0800,9517,3,2022-08-01 08:00:00.000 +0800,1,false,,
14830,2018-03-06 16:00:00.000 +0800,2021-08-19 04:48:02.000 +0800,1216,,,,Where possible use electronic listening devices when greasing bearings to confirm lubrication has reached the bearing; Historical Sharepoint CC Id: 78,,Medium,2021-08-18 16:00:00.000 +0800,3641,3,2018-03-06 16:00:00.000 +0800,1,false,,
14829,2018-03-06 16:00:00.000 +0800,2021-08-19 04:47:12.000 +0800,1216,,,,Review the severity level assessment and escalation process for inner race bearing defects.; Historical Sharepoint CC Id: 78,,Medium,2021-08-18 16:00:00.000 +0800,3641,3,2018-03-06 16:00:00.000 +0800,1,false,,
14828,2018-03-06 16:00:00.000 +0800,2021-08-19 04:46:12.000 +0800,1216,,,,Inspect and replace all trunnion grease lines and ensure inspection routines in place.; Historical Sharepoint CC Id: 78,,Medium,2021-08-18 16:00:00.000 +0800,3641,3,2018-03-06 16:00:00.000 +0800,1,false,,
10496,2021-08-19 00:00:00.000 +0800,2021-08-19 00:00:00.000 +0800,49,,,,Inspect fleet for current installation orientation; Historical BMS Id: RCAACT-0000595,"Inspect orientation of this pin in current fleet. For machines with installation in 12 o'clock retainer to be removed, pin extracted and inspected for cracks (NDT). If suitable the pin is to be reinstalled in 9 o'clock position per CAT KENR8575 document. ",Low,2021-08-19 00:00:00.000 +0800,14086,3,2021-08-19 00:00:00.000 +0800,1,false,,
14185,2021-06-24 05:44:20.000 +0800,2021-08-18 07:23:56.000 +0800,1076,,,,Improve sensor location/installation to reduce blocked chute event Sizers; Historical Sharepoint Eliwana Id 121,"W/O 101546665, 101546666 were raised to install longer windows to prevent product build up.",Medium,2021-10-30 16:00:00.000 +0800,11406,3,2022-08-02 00:00:00.000 +0800,1,false,,
14183,2021-06-24 05:42:59.000 +0800,2021-08-18 07:22:05.000 +0800,1076,,,,Improve sensor location/installation to reduce blocked chute event CH702; Historical Sharepoint Eliwana Id 119,"W/O 101521091 was raised to install long window on the sensor, to prevent product build up",Medium,2021-10-30 16:00:00.000 +0800,11406,3,2022-08-02 00:00:00.000 +0800,1,false,,
14184,2021-06-24 05:43:50.000 +0800,2021-08-18 07:21:03.000 +0800,1076,,,,Improve sensor location/installation to reduce blocked chute event CH701; Historical Sharepoint Eliwana Id 120,w/o 101521090 has been raised to install longer window to prevent product build up,Medium,2021-10-30 16:00:00.000 +0800,11406,3,2022-08-02 00:00:00.000 +0800,1,false,,
13741,2021-05-19 01:07:20.000 +0800,2021-08-18 00:11:11.000 +0800,943,,,,Redesign and re-install apron feeder discharge chute; Historical Sharepoint Solomon Id 2094,,Medium,2021-08-14 16:00:00.000 +0800,12362,3,2022-08-01 08:00:00.000 +0800,1,false,,
11492,2021-08-18 00:00:00.000 +0800,2021-08-18 00:00:00.000 +0800,320,,,,Engine was replaced; Historical BMS Id: AT-9999999_3723,.,Medium,2021-08-18 00:00:00.000 +0800,14096,3,2021-08-18 00:00:00.000 +0800,1,false,,
13654,2020-10-30 02:29:03.000 +0800,2021-08-17 05:33:54.000 +0800,905,,,,Check axial misalignment for possible overextension of coupling hubs; Historical Sharepoint Solomon Id 1959,,Low,2021-08-11 16:00:00.000 +0800,4331,3,2022-08-01 08:00:00.000 +0800,1,false,,
15472,2021-05-07 01:51:49.000 +0800,2021-08-17 05:19:37.000 +0800,1359,,,,Improve visual indication on SCADA around rake height increasing warnings - potential bogging warnings.; Historical Sharepoint CB Id: 545,,High,2021-07-30 16:00:00.000 +0800,2285,3,2022-08-01 00:00:00.000 +0800,1,false,,
11872,2021-08-17 00:00:00.000 +0800,2021-08-17 00:00:00.000 +0800,320,,,,Cylinder liner has multiple large cracks; Historical BMS Id: AT-9999999_3724,Cylinder liner has multiple large cracks,Medium,2021-08-17 00:00:00.000 +0800,14096,3,2021-08-17 00:00:00.000 +0800,1,false,,
10588,2021-08-17 00:00:00.000 +0800,2021-08-17 00:00:00.000 +0800,308,,,,Provide correct torque specification for final drives and sprockets on service sheet; Historical BMS Id: RCAACT-0000608,"DR2105 had CS and NCS Final drives replaced on 02/06/2021. Reported multiple events for Sprocket and final drive bolts coming loose, achieved 903hrs till date 15/07/2021. Potentially incorrect installation practices performed causing the final drive and sprocket bolts to come loose due to high load and vibration. Maintenance performed to re-torque the bolts was with reference to incorrect torque specifications and misleading pictures provided on the service sheet caused re-torque multiple times, causing final drive bolt threads to wear, come loose and fall off Fig. 1. The picture provided in the service sheet Fig. 2, points towards the sprocket bolts and the description tells final drive torque spec. No torque spec provide for Sprocket bolts. In-correct torque specification on service sheet for Final drives and no torque specification for Sprocket bolts on service sheet.",High,2021-08-17 00:00:00.000 +0800,14074,3,2021-08-17 00:00:00.000 +0800,1,false,,
11734,2021-08-17 00:00:00.000 +0800,2021-08-17 00:00:00.000 +0800,320,,,,Pieces of valve head have broken away from valve; Historical BMS Id: AT-9999999_3725,Pieces of valve head have broken away from valve,Medium,2021-08-17 00:00:00.000 +0800,14096,3,2021-08-17 00:00:00.000 +0800,1,false,,
10552,2021-08-15 00:00:00.000 +0800,2021-08-15 00:00:00.000 +0800,382,,,,Run the IMU trial on one of the 24M to monitor underspeed events; Historical BMS Id: RCAACT-0000598,Run the IMU trial on one of the 24M to monitor underspeed events-Trial to be commenced at Solomon 24M,Medium,2021-08-15 00:00:00.000 +0800,14095,3,2021-08-15 00:00:00.000 +0800,1,false,,
