id,created,updated,action_id,user_id,comment
166,2022-10-13 02:15:53.615792+00,2022-10-13 02:15:53.615828+00,15577,2037,"14.09.2022 - SN \nThis has been completed the quote was received and these have been catalogued as per the quote. Parts ordered and parts added to BoM. \n\n01.09.22 - SN\nThese have been catalogued as per the quote from the emails sent.\nAn RFQ has been sent to CMPS to supply, as Gantrex aren’t a Vendor of FMG.\nOnce CMPS has replied, Action to purchase these clips as soon as possible.\nConducted several searches in SAP for the clips but failed to find anything of value with the part number or other criteria.\nEstimated delivery is 8-10 weeks from PO issue, and an additional 8-12 weeks if they are sent via sea freight.\n"
167,2022-10-13 02:17:55.986362+00,2022-10-13 02:17:55.986395+00,15577,2037,15.09.2022 - SN - Rail Clips have been added to the BoM\n
171,2022-10-13 02:31:48.013129+00,2022-10-13 02:31:48.013165+00,15587,2037,"13.10.2022 - SN: 04.10.22 - Ian Scott Created WO 2500007995 Replace primary Sample Cutter SC531 & placed into CP23TL01 revision. Capital specialist was emailed to advise a WBS for this change out. \nMaterials ordered on WO\n6006692\tPRIMARY CUTTER SPOON SC531\t1 \tEA\t$58,975.00\t    1-NEW\n3070329\tBOLT,ASSY,HEX,M16,70MM,GALV\t10 \tEA\t$0.83\n3070366\tBOLT GALV STRUCT ASSEMBLY M20X60\t2 \tEA\t$1.44\n\nTask list was checked by mitch Steel and is ok.  Large scaff build is captured with ample hours for set up/strip.\n\n10.10.22 - Job sheet has been created for Capital. Ready to be checked off and submitted. \n"
173,2022-10-20 01:43:15.823038+00,2022-10-20 01:43:15.823077+00,15585,5867,20/10/2022 MZ Action extended due to other priority tasks\n
174,2022-10-20 01:44:03.758183+00,2022-10-20 01:44:03.758221+00,15592,5867,20/10/2022 MZ Action extended due to other priority tasks
175,2022-10-20 01:44:21.678633+00,2022-10-20 01:44:21.678671+00,15574,5867,20/10/2022 MZ Action extended due to other priority tasks
176,2022-10-20 01:44:37.898179+00,2022-10-20 01:44:37.898219+00,15606,5867,20/10/2022 MZ Action extended due to other priority tasks
177,2022-10-20 01:44:50.956666+00,2022-10-20 01:44:50.956712+00,15607,5867,20/10/2022 MZ Action extended due to other priority tasks
178,2022-10-20 01:45:03.450033+00,2022-10-20 01:45:03.45007+00,15614,5867,20/10/2022 MZ Action extended due to other priority tasks
180,2022-10-25 04:22:50.225827+00,2022-10-25 04:22:50.225858+00,15581,12625,Due date extended due to no report from ABB
181,2022-10-25 08:10:01.709715+00,2022-10-25 08:10:01.710355+00,15950,5734,VF Rattle will alarm at 7am and 7pm every shift. Control will see alarm and call to Operations to commence VF rattles for that shift.
182,2022-10-27 00:03:15.258833+00,2022-10-27 00:03:15.258869+00,15587,2037,"27.10.2022 - SNINKOVICH\nCost adjustment requested by planner to capital 21.10 for the Spoon. \ncost of the spoon for MN 6006692 is significantly higher than what is in SAP.\nNew quote sent to capital with request for increase of funds\nPO 4501954628 for MN 600692 is for $ 104,337.00\nCapital has updated job sheet and emailed through to Ian (planner) for review and sign off then will go to mechanical stakeholder for sign off. ONce WBS is added to WO RCS will be closed. "
