id,created,updated,investigation_id,five_why_id,flash_report_id,root_cause_detail_id,title,description,priority,date_due,supervisor_id,status,date_closed,is_historical,is_archived,archive_user_id,archive_datetime
14332,2022-05-30 00:28:14+00,2022-05-30 14:18:02+00,1124,\N,\N,\N,Update action 3.4 in Marshalling Panel Termination Integrity Check PRT to 52W.; Historical Sharepoint Port Id 77,Have 52W inspections on the panel conditions ,Low,2022-06-29 08:00:00+00,467,3,2022-08-01 16:00:00+00,1,f,\N,\N
14329,2022-05-30 00:26:22+00,2022-05-30 14:12:12+00,1124,\N,\N,\N,Update 104W Marshalling Panel Termination Integrity Check PRT to include inspection of backplane are secure and end terminals are installed where required.; Historical Sharepoint Port Id 74,Improve 104W maintenance strategy to include inspection of backplanes and end terminals ,Low,2022-06-29 08:00:00+00,467,3,2022-08-01 16:00:00+00,1,f,\N,\N
14328,2022-05-30 00:25:45+00,2022-05-30 14:11:50+00,1124,\N,\N,\N,Install din rail screw in end terminal for TUL602 MPN04.; Historical Sharepoint Port Id 73,Ensure that MPN04 gets a din rail screw in end terminal installed. ,Medium,2022-06-29 08:00:00+00,467,3,2022-08-01 16:00:00+00,1,f,\N,\N
14327,2022-05-30 00:25:04+00,2022-05-30 14:11:31+00,1124,\N,\N,\N,"Audit all marshalling panels to check for installation of din rail screw in end terminals, door seals, glands seal, and overall general conditions inside.; Historical Sharepoint Port Id 72","Audit all marshalling panels on site in the next few shutdowns. This is to ensure they are up to standard. Check for installation of din rail screw in end terminals, door seals, glands seal, and overall general conditions inside.",Medium,2022-06-29 08:00:00+00,467,3,2022-08-01 16:00:00+00,1,f,\N,\N
14325,2022-05-29 23:45:35+00,2022-05-30 14:10:51+00,1120,\N,\N,\N,Physically inspect spares held in storage to confirm warehouse is holding the right spares and they are of the correct configuration; Historical Sharepoint Port Id 70,0,Low,2022-06-29 08:00:00+00,467,3,2022-08-01 16:00:00+00,1,f,\N,\N
14324,2022-05-29 23:44:45+00,2022-05-30 14:10:31+00,1120,\N,\N,\N,Confirm SAP BOMs have the correct indexer arm motor part number for all TULs; Historical Sharepoint Port Id 69,0,Low,2022-06-29 08:00:00+00,467,3,2022-08-01 16:00:00+00,1,f,\N,\N
14320,2022-05-17 18:00:22+00,2022-05-30 14:09:48+00,1140,\N,\N,\N,Create jig for each balanced machine fluid coupling proxy set up; Historical Sharepoint Port Id 65,Action set during Electrical RCA Actions setting meeting 16/5,Medium,2022-09-15 08:00:00+00,467,1,2022-08-01 16:00:00+00,1,f,\N,\N
14319,2022-05-17 17:54:28+00,2022-05-30 14:07:49+00,1139,\N,\N,\N,Separate indication for loose loop and undertension proxys; Historical Sharepoint Port Id 64,Action set during Electrical RCA Actions setting meeting 16/5 Feedback given that this is in the process of being implemented,Medium,2022-06-15 08:00:00+00,467,1,2022-08-01 16:00:00+00,1,f,\N,\N
14318,2022-05-17 17:33:23+00,2022-05-30 14:06:00+00,1138,\N,\N,\N,Ensure BOM has the correct proxy for SL701 drive 1 and 2 fluid couplings; Historical Sharepoint Port Id 63,Action set during Electrical RCA Actions setting meeting 16/5,Medium,2022-07-20 08:00:00+00,467,1,2022-08-01 16:00:00+00,1,f,\N,\N
14237,2022-01-19 19:38:52+00,2022-05-30 14:05:14+00,1094,\N,\N,\N,Implement Lubricant Drum Rotation Plan ; Historical Sharepoint Eliwana Id 175," No evidence of lubricant drum rotation occurring, when asked the response was there is no rotation happening – IMG037/044 FIFO (First In First Out) – MECH MAINT",Medium,2022-06-29 08:00:00+00,1273,3,2022-05-23 08:00:00+00,1,f,\N,\N
14307,2022-04-27 14:48:14+00,2022-05-30 14:04:47+00,1123,\N,\N,\N,Update BOMs to include VSD fan and all critical spares where required across all VSDs; Historical Sharepoint Port Id 52,"Add the VSD fan and capacitor as individual items to the BOM with a minimum stock level of zero, to allow for easy reordering of these parts if they have to be taken from the spare VSD module again in the future Review BOMs for all VSDs to ensure all required critical spare parts are listed in the BOM ",Medium,2022-07-27 08:00:00+00,467,3,2022-08-01 16:00:00+00,1,f,\N,\N
14249,2022-01-19 20:40:49+00,2022-05-30 14:03:12+00,1094,\N,\N,\N,Optimise time allocation on lubrication plans ; Historical Sharepoint Eliwana Id 187,"Capacity loading - 1Wkly tasks amount to 74hrs – Lube techs 140hrs (day & night shift) In addition the provided hours are quite generous (Primary crushing 10hrs, Stk/Rec 8hrs, Stockyard conv 8hrs) Lubrication strategy optimisation project – MECH MAINT 10/03/2022 Still under review. ",Medium,2022-06-29 08:00:00+00,1273,3,2022-05-23 08:00:00+00,1,f,\N,\N
14240,2022-01-19 19:50:00+00,2022-05-30 14:01:00+00,1094,\N,\N,\N,Create weekly grease gun calibration/verification PM02 ; Historical Sharepoint Eliwana Id 178, Grease quantities are set on grease gun but no calibration testing has ever been carried out – “select 5gm and pump onto a piece of paper and weight it on scales” – PM02 for 13W??? calibration/confirmation of Scale has been ordered and awaiting arrival. ,Medium,2022-02-27 08:00:00+00,1273,3,2022-05-30 08:00:00+00,1,f,\N,\N
15931,2022-10-18 09:41:09.578+00,2022-10-19 04:16:40.867316+00,10607,\N,85,\N,test,test,Low,2022-10-19 00:00:00+00,5424,1,\N,0,t,2,2022-10-19 04:16:40.86735+00
14315,2022-05-17 15:48:59+00,2022-05-30 13:58:49+00,1134,\N,\N,\N,Reloom SL701 intrumentation cables; Historical Sharepoint Port Id 60,Action set during Electrical RCA Actions setting meeting 16/5,Medium,2022-08-16 08:00:00+00,467,1,2022-08-01 16:00:00+00,1,f,\N,\N
14255,2022-01-30 20:56:35+00,2022-05-30 13:57:41+00,1093,\N,\N,\N,Identify who is responsible to manage and maintain stock levels in container ; Historical Sharepoint Eliwana Id 193,"01/03/2022 - From handover, 4 sea containers have been constructed. Need to inspect next week when onsite, hold stakeholder meeting, send out comms",Medium,2022-05-28 08:00:00+00,3365,3,2022-08-01 16:00:00+00,1,f,\N,\N
14253,2022-01-30 20:54:39+00,2022-05-30 13:57:28+00,1093,\N,\N,\N,Get container to house all trial  and screen panel spares; Historical Sharepoint Eliwana Id 191,0,Medium,2022-05-28 08:00:00+00,3365,3,2022-01-30 08:00:00+00,1,f,\N,\N
14252,2022-01-19 20:45:24+00,2022-05-30 13:57:01+00,1094,\N,\N,\N,Investigate strategies in place for all small compartments on site ; Historical Sharepoint Eliwana Id 190,"No time based change outs beyond exciters, vibe feeders, LT and magnets. Are any other small compartments condition based? (Brake units outsourced?) Investigate to confirm - PLANNING",Medium,2022-07-29 08:00:00+00,13349,3,2022-08-01 16:00:00+00,1,f,\N,\N
14227,2022-01-19 18:58:03+00,2022-05-30 13:55:45+00,1094,\N,\N,\N,Fit remote grease lines to tertiary sheave bearings ; Historical Sharepoint Eliwana Id 165," Crusher sheave bearings (CR311) IMG 004/005– very limited access to the bearing grease points – are these being greased? – Remote lines need to be fitted, safety is an issue with possible entanglement.- CON MON WR___ This Item have been alocated to the mechanial team as it was planned for the January shut but the incorrect parts was ordered This needs to be re scoped and new Shut Notifications raised for April Completion. NOTE Due to the short Crusher service interval it is also not nessesary to grease the fully greased bowls as ofter as other or similar ones in the business One done, one awaiting parts. To be completed in April shutdown.",Medium,2022-07-29 08:00:00+00,1273,3,2022-08-01 16:00:00+00,1,f,\N,\N
14243,2022-01-19 19:58:56+00,2022-05-30 13:53:33+00,1094,\N,\N,\N,Add task to weekly PM's to clean electric motor grease traps ; Historical Sharepoint Eliwana Id 181, Electric motor grease traps – No evidence of PM02's to clean grease traps and 1wkly lubrication tasks do not mention this. Leads the audit team to believe no grease trap cleaning tasks exist.- PLANNING 31.05.2022 - awaiting feedback from Lube techs on all locations of grease traps. ,Medium,2022-06-29 08:00:00+00,13349,3,2022-08-01 16:00:00+00,1,f,\N,\N
14239,2022-01-19 19:42:21+00,2022-05-30 13:47:57+00,1094,\N,\N,\N,Improve PM02 PRT directions for lubrication plans; Historical Sharepoint Eliwana Id 177,PM02 work orders – sheave grease if required(?!) breather if required (how?!) – PM02 PRT states “Breather replace if required” – what does that actually mean? - Clearer direction in PM02's for task execution is required.- PLANNING,Medium,2022-07-30 08:00:00+00,4314,3,2022-08-01 16:00:00+00,1,f,\N,\N
14228,2022-01-19 19:01:57+00,2022-05-30 13:47:26+00,1094,\N,\N,\N,Improve tertiary spinner filter operation ; Historical Sharepoint Eliwana Id 166,Crusher lube system – spinner units – IMG015 Whilst there are 4W maintenance tasks in place personnel interviewed stated that no dirt was being removed by these units. Investigate system operation and effectiveness as these systems are proven to remove bulk dirt from crusher lube systems.- RELIABILITY ENG,Medium,2022-07-30 08:00:00+00,4314,3,2022-08-01 16:00:00+00,1,f,\N,\N
14263,2022-03-09 16:33:38+00,2022-05-30 00:20:05+00,1095,\N,\N,\N,Inspect remaining 4 spare sizer motors ; Historical Sharepoint Eliwana Id 201,Motors are ready in Camco. Sulzer is picking up the motor for inspection and complete refurb.,Medium,2022-05-31 08:00:00+00,1586,3,2022-05-29 08:00:00+00,1,f,\N,\N
14266,2022-04-04 00:25:23+00,2022-05-30 00:18:52+00,1097,\N,\N,\N,Investigate secondary Weighbridge ; Historical Sharepoint Eliwana Id 204,"Got Pricing for Meridian. Cost around 1.8Million for design, supply and install. 3.6Million for 2DFR (full redundant system). Schenck has passed on there project department for feasiblilty and pricing.",Medium,2022-07-30 08:00:00+00,1586,1,2022-08-01 16:00:00+00,1,f,\N,\N
14268,2022-04-04 00:58:03+00,2022-05-30 00:07:54+00,1097,\N,\N,\N,Investigate addtional training options on the shenck system ; Historical Sharepoint Eliwana Id 206,Schenck is preparing a training package for FMG sites. It should be ready in couple of months. Asset managment is proposing to have couple of TLO champions for each site.,Medium,2022-05-29 08:00:00+00,1586,3,2022-05-29 08:00:00+00,1,f,\N,\N
14323,2022-05-29 23:07:00+00,2022-05-29 23:07:00+00,1128,\N,\N,\N,Review 17W shut strategy and make sure 26W Wheel Locks & Pit Clean Out is pulled to 17W.; Historical Sharepoint Port Id 68,0,Low,2022-06-29 08:00:00+00,7680,1,2022-08-01 16:00:00+00,1,f,\N,\N
14322,2022-05-29 23:06:12+00,2022-05-29 23:06:12+00,1128,\N,\N,\N,Update PRT for 26W Wheel Locks & Pit Clean Out TUL2. Ensure to specify cleaning out of the through pipe.; Historical Sharepoint Port Id 67,Improvement of the instructions for inspection cleaning plans. Cleaning out of the through pipe ,Low,2022-06-29 08:00:00+00,7680,1,2022-08-01 16:00:00+00,1,f,\N,\N
14321,2022-05-29 22:51:39+00,2022-05-29 22:51:39+00,1127,\N,\N,\N,"Develop PRT that specifies bolt size and type, as well as torque required. Include page or column for confirmation of torque readings.; Historical Sharepoint Port Id 66",Improvement of the instructions used during installation. Write down the torqued value and get it signed off ,Low,2022-06-29 08:00:00+00,7680,1,2022-08-01 16:00:00+00,1,f,\N,\N
13966,2022-03-23 20:54:01+00,2022-05-29 22:16:36+00,1005,\N,\N,\N,Update PRT and Task list of 13W and 52W strategy to apply denzo tape on H&B Frame Fasteners; Historical Sharepoint Solomon Id 2395,\N,Medium,2022-05-30 08:00:00+00,5276,3,2022-08-01 00:00:00+00,1,f,\N,\N
13965,2022-03-23 20:52:53+00,2022-05-29 22:16:25+00,1005,\N,\N,\N,4)Update PRT and Task List of 52W strategy to include applying denzo tape on all hard skirt fasteners; Historical Sharepoint Solomon Id 2394,\N,Medium,2022-05-30 08:00:00+00,5276,3,2022-08-01 00:00:00+00,1,f,\N,\N
13964,2022-03-23 20:51:36+00,2022-05-29 22:16:05+00,1005,\N,\N,\N,3)Update PRT and Task List for 13W strategy to check security of hard skirt fasteners and hard skirt adjuster fasteners; Historical Sharepoint Solomon Id 2393,\N,Medium,2022-05-30 08:00:00+00,5276,3,2022-08-01 00:00:00+00,1,f,\N,\N
15500,2022-02-06 16:05:15+00,2022-05-29 18:13:49+00,1417,\N,\N,\N,Install RTD on AF011 Gearbox; Historical Sharepoint CB Id: 757,\N,Medium,2022-06-21 08:00:00+00,10898,3,2022-07-31 16:00:00+00,1,f,\N,\N
11743,2022-05-26 16:00:00+00,2022-05-26 16:00:00+00,202,\N,\N,\N,Cables have never been changed out on strategy and; Historical BMS Id: AT-9999999_4514,"Cables have never been changed out on strategy and maximum life achieved was 3,300 hours.",Medium,2022-05-26 16:00:00+00,3454,3,2022-05-26 16:00:00+00,1,f,\N,\N
11320,2022-05-26 16:00:00+00,2022-05-26 16:00:00+00,202,\N,\N,\N,"MD6310 cable strategy is set to 6,000 hours, unlik; Historical BMS Id: AT-9999999_4515","MD6310 cable strategy is set to 6,000 hours, unlike other SK rigs which are set at 3,000 hours",Medium,2022-05-26 16:00:00+00,3454,3,2022-05-26 16:00:00+00,1,f,\N,\N
11292,2022-05-26 16:00:00+00,2022-05-26 16:00:00+00,202,\N,\N,\N,"Failure and cost analysis conducted, refer to atta; Historical BMS Id: AT-9999999_4516","Failure and cost analysis conducted, refer to attached spreadsheet",Medium,2022-05-26 16:00:00+00,3454,3,2022-05-26 16:00:00+00,1,f,\N,\N
15053,2022-05-02 18:28:27+00,2022-05-25 16:46:28+00,1443,\N,\N,\N,Complete Design Review of CV125 to ensure the conveyor system is designed to pull away from blocked chute scenario; Historical Sharepoint CB Id: 801,\N,Medium,2022-06-29 08:00:00+00,14084,3,2022-07-31 16:00:00+00,1,f,\N,\N
10297,2022-05-25 16:00:00+00,2022-05-25 16:00:00+00,51,\N,\N,\N,Add SIMSi report for DT5312 Engine Failure; Historical BMS Id: RCAACT-0000645,Completing a SIMSi report is about all we can do. The design of the product is outside of our control and we cannot impact change other that via the SIMSi process.,Medium,2022-05-25 16:00:00+00,14086,3,2022-05-25 16:00:00+00,1,f,\N,\N
15105,2022-04-04 20:29:50+00,2022-05-25 14:27:35+00,1389,\N,\N,\N,Remove C2 requirement for actuator; Historical Sharepoint CB Id: 775,\N,Low,2022-05-29 08:00:00+00,11150,3,2022-05-25 08:00:00+00,1,f,\N,\N
15315,2022-04-12 15:26:26+00,2022-05-25 13:48:36+00,1354,\N,\N,\N,Scope the replacement of all TL502 hydraulic hoses; Historical Sharepoint CB Id: 779,\N,Medium,2022-05-30 08:00:00+00,11150,3,2022-05-25 08:00:00+00,1,f,\N,\N
14902,2022-05-15 08:00:00+00,2022-05-25 00:34:35+00,1208,\N,\N,\N,Confirm the feasibility of introducing process interlocks to ensure the rake drive cannot be turned off until the rake is in the raised position.; Historical Sharepoint CC Id: 70,\N,Medium,2022-10-14 08:00:00+00,14109,1,2022-05-15 08:00:00+00,1,f,\N,\N
14900,2022-05-15 08:00:00+00,2022-05-25 00:33:30+00,1208,\N,\N,\N,Process interlocks to stop the Desands sump pumps and concentrate thickener underflow pumps from pumping slurry to the Desands thickener while it is offline.; Historical Sharepoint CC Id: 70,\N,Medium,2022-10-29 08:00:00+00,14109,1,2022-05-15 08:00:00+00,1,f,\N,\N
14892,2022-04-18 08:00:00+00,2022-05-25 00:32:47+00,1270,\N,\N,\N,Engineering and PCS to review feasibility of setting up logic for the opening and closing of the air actuated 30PP03 A/B suction and discharge valves during pump swaps.; Historical Sharepoint CC Id: 136,\N,Medium,2022-07-29 08:00:00+00,8700,1,2022-04-18 08:00:00+00,1,f,\N,\N
14840,2018-03-06 08:00:00+00,2022-05-24 22:13:44+00,1240,\N,\N,\N,Update ITP pump checklist attached to the PM02 to reflect mech seal installation; Historical Sharepoint CC Id: 102,\N,Medium,2022-07-28 08:00:00+00,950,3,2018-03-06 08:00:00+00,1,f,\N,\N
14049,2022-05-23 13:26:58+00,2022-05-24 20:21:04+00,1043,\N,\N,\N,Replace wearmaxed dry screen underpan/chutes liners; Historical Sharepoint Solomon Id 2493,\N,High,2023-08-29 08:00:00+00,9659,1,\N,1,f,\N,\N
15932,2022-10-18 09:45:55.818821+00,2022-10-18 09:47:02.831507+00,10607,\N,85,\N,Investigate other couplings to be used in place of the Straub coupling on PU518/9,Investigate other couplings to be used in place of the Straub coupling on PU518/9,Low,2022-12-15 00:00:00+00,5424,1,\N,0,f,\N,\N
14046,2022-05-23 00:56:12+00,2022-05-24 20:20:04+00,1043,\N,\N,\N,Review underpan/chute liner changeout/repair strategy; Historical Sharepoint Solomon Id 2490,\N,Medium,2022-06-29 08:00:00+00,6451,1,\N,1,f,\N,\N
14068,2022-05-24 17:39:23+00,2022-05-24 17:39:23+00,1042,\N,\N,\N,Investigate permanent alternative to cable ties to keep brake lines away from disc; Historical Sharepoint Solomon Id 2512,\N,Medium,2022-08-14 08:00:00+00,1216,1,\N,1,f,\N,\N
14067,2022-05-24 17:38:49+00,2022-05-24 17:38:49+00,1042,\N,\N,\N,Reinforce importance of job fronts being complete and tidy prior to area sign off; Historical Sharepoint Solomon Id 2511,\N,Low,2022-08-14 08:00:00+00,13049,1,\N,1,f,\N,\N
14066,2022-05-24 17:38:18+00,2022-05-24 17:38:18+00,1042,\N,\N,\N,Replace brake damaged hose next shutdown; Historical Sharepoint Solomon Id 2510,\N,Medium,2022-08-14 08:00:00+00,13049,1,\N,1,f,\N,\N
14065,2022-05-24 17:28:00+00,2022-05-24 17:28:35+00,1044,\N,\N,\N,Investigate failure of goanna bar on wheel loader buckets and prevent recurrence; Historical Sharepoint Solomon Id 2509,\N,High,2022-07-02 08:00:00+00,2166,3,2022-08-01 00:00:00+00,1,f,\N,\N
14064,2022-05-24 16:29:21+00,2022-05-24 17:12:36+00,1044,\N,\N,\N,Review and adjust CV131-XS1002 string gap; Historical Sharepoint Solomon Id 2508,\N,High,2022-06-29 08:00:00+00,9837,3,2022-08-01 00:00:00+00,1,f,\N,\N
14063,2022-05-24 16:26:37+00,2022-05-24 17:12:07+00,1044,\N,\N,\N,Replace CV131 Belt; Historical Sharepoint Solomon Id 2507,\N,High,2022-08-29 08:00:00+00,4670,3,2022-08-01 00:00:00+00,1,f,\N,\N
14899,2022-05-10 08:00:00+00,2022-05-24 16:05:52+00,1278,\N,\N,\N,Build Reporting; Historical Sharepoint CC Id: 144,\N,High,2022-05-23 08:00:00+00,14147,1,2022-05-10 08:00:00+00,1,f,\N,\N
13973,2022-04-10 22:54:26+00,2022-05-24 14:38:37+00,1013,\N,\N,\N,Review the scraper installation design on CV301 and identify the additional requirements to eliminate the build-up.; Historical Sharepoint Solomon Id 2406,\N,Medium,2022-06-29 08:00:00+00,4331,3,2022-08-01 00:00:00+00,1,f,\N,\N
13812,2021-09-04 21:51:01+00,2022-05-24 14:38:11+00,964,\N,\N,\N,Cloth roller allignment survey; Historical Sharepoint Solomon Id 2190,\N,Medium,2022-08-30 08:00:00+00,4331,3,2022-08-01 00:00:00+00,1,f,\N,\N
14009,2022-04-24 19:42:48+00,2022-05-23 22:48:26+00,1023,\N,\N,\N,Review best active location of sample point with GB OEM; Historical Sharepoint Solomon Id 2447,\N,Medium,2022-05-30 08:00:00+00,4331,3,2022-08-01 00:00:00+00,1,f,\N,\N
13763,2021-06-12 14:07:59+00,2022-05-23 22:21:47+00,947,\N,\N,\N,CV201-3 - Design modification for hop over structures to increase clearance with belts. Noting that oversize rock / jamming risk will be increased when Queens Conveyor comes online.; Historical Sharepoint Solomon Id 2131,\N,Medium,2022-07-14 08:00:00+00,4331,3,2022-08-01 00:00:00+00,1,f,\N,\N
14062,2022-05-23 19:33:56+00,2022-05-23 19:33:56+00,1009,\N,\N,\N,"Create SWI for replacing hoses, including photos and labels of hoses and locations for connection; Historical Sharepoint Solomon Id 2506",\N,Low,2022-07-30 08:00:00+00,12210,3,2022-08-01 00:00:00+00,1,f,\N,\N
14061,2022-05-23 19:33:05+00,2022-05-23 19:33:05+00,1009,\N,\N,\N,Update drawings with additional pressure gauges and ensure drawing in HPU cabinet is correct and connection labels highlighted; Historical Sharepoint Solomon Id 2505,\N,Medium,2022-07-30 08:00:00+00,1216,1,\N,1,f,\N,\N
14060,2022-05-23 19:32:19+00,2022-05-23 19:32:19+00,1009,\N,\N,\N,Investigate restamping labels HPU or manifold blocks to be more intuitive in the X1 and X2 labelling/connections.; Historical Sharepoint Solomon Id 2504,\N,Low,2022-06-29 08:00:00+00,1216,3,2022-08-01 00:00:00+00,1,f,\N,\N
14059,2022-05-23 19:31:39+00,2022-05-23 19:31:39+00,1009,\N,\N,\N,Locked cabinet on machine with pressure gauges to be unlocked and accessible; Historical Sharepoint Solomon Id 2503,\N,Low,2022-06-29 08:00:00+00,1216,3,2022-08-01 00:00:00+00,1,f,\N,\N
14058,2022-05-23 19:30:59+00,2022-05-23 19:30:59+00,1009,\N,\N,\N,"Investigate process for actioning alarms that have been going for more than a certain period of time, or regularly recurring alarms; Historical Sharepoint Solomon Id 2502",\N,Medium,2022-06-29 08:00:00+00,4820,1,\N,1,f,\N,\N
14055,2022-05-23 19:28:22+00,2022-05-23 19:28:43+00,1009,\N,\N,\N,Install test-20 points at both pressure indicators; Historical Sharepoint Solomon Id 2499,\N,Medium,2022-08-30 08:00:00+00,12464,3,2022-08-01 00:00:00+00,1,f,\N,\N
14054,2022-05-23 19:27:28+00,2022-05-23 19:27:28+00,1009,\N,\N,\N,Replace faulty pressure transducer; Historical Sharepoint Solomon Id 2498,\N,Low,2022-08-30 08:00:00+00,12464,1,\N,1,f,\N,\N
14053,2022-05-23 19:26:24+00,2022-05-23 19:26:24+00,1009,\N,\N,\N,Organise hydraulic training for all KV mechanical crews; Historical Sharepoint Solomon Id 2497,\N,Medium,2022-10-30 08:00:00+00,12464,3,2022-08-01 00:00:00+00,1,f,\N,\N
14052,2022-05-23 19:18:52+00,2022-05-23 19:18:52+00,1022,\N,\N,\N,Design and install shedder for over inverted vee return roller; Historical Sharepoint Solomon Id 2496,\N,Low,2022-11-14 08:00:00+00,831,1,\N,1,f,\N,\N
14051,2022-05-23 19:18:03+00,2022-05-23 19:18:03+00,1022,\N,\N,\N,"Investigate alternative roller type for location, less prone to failure; Historical Sharepoint Solomon Id 2495",\N,Low,2022-06-29 08:00:00+00,319,3,2022-08-01 00:00:00+00,1,f,\N,\N
14050,2022-05-23 19:17:20+00,2022-05-23 19:17:20+00,1022,\N,\N,\N,Create separate 13W PM02 for replacing inverted vee return rollers; Historical Sharepoint Solomon Id 2494,\N,Medium,2022-06-14 08:00:00+00,4044,3,2022-08-01 00:00:00+00,1,f,\N,\N
13922,2022-02-08 21:50:52+00,2022-05-23 18:18:37+00,991,\N,\N,\N,Plan re-location of level sensor to a more appropriate place; Historical Sharepoint Solomon Id 2347,\N,Medium,2022-06-29 08:00:00+00,444,3,2022-08-01 00:00:00+00,1,f,\N,\N
14023,2022-05-03 15:46:03+00,2022-05-23 15:49:52+00,1016,\N,\N,\N,Change worn-out chute CH143 liners to D80 duaplate (superior material); Historical Sharepoint Solomon Id 2464,\N,High,2022-05-30 08:00:00+00,1897,1,\N,1,f,\N,\N
13870,2021-12-09 17:34:47+00,2022-05-23 15:48:14+00,975,\N,\N,\N,Update BOM to include all wing wall (BN1X1) and head chute (CH1X1) liners.; Historical Sharepoint Solomon Id 2266,\N,Medium,2022-07-29 08:00:00+00,12794,3,2022-08-01 00:00:00+00,1,f,\N,\N
14231,2022-01-19 19:07:53+00,2022-05-23 14:33:03+00,1094,\N,\N,\N,Develop execution guide and expected site lubrication standards; Historical Sharepoint Eliwana Id 169,Gaining advice from Gwen and Barry. Investigate FMG standard and use to assist in developing. ,Medium,2022-06-29 08:00:00+00,1273,3,2022-08-01 16:00:00+00,1,f,\N,\N
14873,2018-03-06 08:00:00+00,2022-05-23 01:52:28+00,1245,\N,\N,\N,Review all transformer WTI and OTI settings applied across site; Historical Sharepoint CC Id: 110,\N,Medium,2022-04-29 08:00:00+00,8190,3,2018-03-06 08:00:00+00,1,f,\N,\N
14875,2018-03-06 08:00:00+00,2022-05-23 01:50:18+00,1233,\N,\N,\N,Scope replacement motors that are more suited for VFD drives; Historical Sharepoint CC Id: 95,\N,Medium,2022-05-31 08:00:00+00,14134,3,2018-03-06 08:00:00+00,1,f,\N,\N
14762,2018-03-06 08:00:00+00,2022-05-23 01:48:01+00,1204,\N,\N,\N,Update the MCC drawings ; Historical Sharepoint CC Id: 65,\N,Medium,2021-10-21 08:00:00+00,14197,3,2018-03-06 08:00:00+00,1,f,\N,\N
14048,2022-05-23 00:59:35+00,2022-05-23 00:59:35+00,1043,\N,\N,\N,Review frequency of underpan/chute cleaning; Historical Sharepoint Solomon Id 2492,\N,High,2022-06-18 08:00:00+00,11078,3,2022-08-01 00:00:00+00,1,f,\N,\N
14045,2022-05-23 00:55:12+00,2022-05-23 00:55:12+00,1043,\N,\N,\N,Investigate installation of hatches on east and west top sides of the dry screen underpans for better cleaning access; Historical Sharepoint Solomon Id 2489,\N,High,2022-06-18 08:00:00+00,4455,3,2022-08-01 00:00:00+00,1,f,\N,\N
14461,2018-03-06 08:00:00+00,2022-05-23 00:52:54+00,1187,\N,\N,\N,Re-engineering of Bed pressure sensor; Historical Sharepoint CC Id: 48,\N,Medium,2021-06-14 08:00:00+00,14188,3,2018-03-06 08:00:00+00,1,f,\N,\N
13944,2022-02-16 18:59:16+00,2022-05-22 19:56:48+00,1003,\N,\N,\N,Action 13-Investigate to develop a testing facility for HPU Valve Blocks; Historical Sharepoint Solomon Id 2370,\N,Medium,2022-05-29 08:00:00+00,3055,3,2022-08-01 00:00:00+00,1,f,\N,\N
13942,2022-02-16 18:54:49+00,2022-05-22 19:54:18+00,1003,\N,\N,\N,Action 11-Install additional Test Points on HPU for the ease of troubleshooting on all cone crushers both at FT and at KV.; Historical Sharepoint Solomon Id 2368,\N,High,2023-05-29 08:00:00+00,3055,3,2022-08-01 00:00:00+00,1,f,\N,\N
13907,2022-02-07 21:56:48+00,2022-05-22 19:52:15+00,999,\N,\N,\N,Update PRT with specific inspection criteria to cover relevant wearing components; Historical Sharepoint Solomon Id 2331,\N,Medium,2022-05-29 08:00:00+00,3055,3,2022-08-01 00:00:00+00,1,f,\N,\N
13908,2022-02-07 21:59:08+00,2022-05-22 19:50:39+00,999,\N,\N,\N,Catalogue the upgraded clamps into a stock item; Historical Sharepoint Solomon Id 2332,\N,Medium,2022-05-29 08:00:00+00,3055,3,2022-08-01 00:00:00+00,1,f,\N,\N
14891,2022-04-18 08:00:00+00,2022-05-20 15:13:24+00,1270,\N,\N,\N,Create maintenance strategy request for the replacement of suction and discharge valve of the pump as well as raise MD Notification on approval; Historical Sharepoint CC Id: 136,\N,Medium,2022-06-29 08:00:00+00,8700,3,2022-04-18 08:00:00+00,1,f,\N,\N
15933,2022-10-19 23:37:44.402+00,2022-10-20 05:12:44.105645+00,10608,\N,86,\N,Conduct RCA Investigation,Conduct investigation to identify root cause,Medium,2023-01-15 00:00:00+00,5424,1,\N,0,f,\N,\N
14890,2022-04-18 08:00:00+00,2022-05-20 15:13:16+00,1270,\N,\N,\N,Scope installation (incl costs) for the design to increase flushing pipe diameter and automation of flushing system to ensure correct flushing.; Historical Sharepoint CC Id: 136,\N,Medium,2022-12-29 08:00:00+00,8700,1,2022-04-18 08:00:00+00,1,f,\N,\N
14861,2018-03-06 08:00:00+00,2022-05-20 15:12:52+00,1252,\N,\N,\N,Establish new time-based replacement strategy on PU lined feed elbows; Historical Sharepoint CC Id: 117,\N,Medium,2022-08-16 08:00:00+00,14139,1,2018-03-06 08:00:00+00,1,f,\N,\N
14860,2018-03-06 08:00:00+00,2022-05-20 15:09:47+00,1252,\N,\N,\N,Catalogue new PU lined feed elbow in OPF 1; Historical Sharepoint CC Id: 117,\N,Medium,2022-08-02 08:00:00+00,14139,1,2018-03-06 08:00:00+00,1,f,\N,\N
