id,created,updated,title,tab_title,tab_number,tab_type,tableau_url,location_id,aplus_date_range,aplus_site,aplus_area,rems_site,rems_fleet_type,rems_date_range,threshold_5_why
116,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,FT OPF 30 Day DT,FT OPF 30 Day DT,6,3,,32,30 Days,Solomon,FT OPF,,,,
114,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,FT OPF Summary ,FT OPF Summary ,4,1,https://analytics.fmgl.com.au/t/sandbox/views/FTOPFSummary/FTOPFSummary?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,32,,,,,,,
115,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,FT OPF Weekly TUM,FT OPF Weekly TUM,5,1,https://analytics.fmgl.com.au/t/sandbox/views/FTOPFWeeklyTUM/FTOPFWeeklyTUM?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,32,,,,,,,
121,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,FT Watchlist ,FT Watchlist ,11,1,https://analytics.fmgl.com.au/t/sandbox/views/FTWeeklyReliabilityDashboard-updated_16554431374370/FiretailWatchlist?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,32,,,,,,,
129,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,KV CH 30 Day DT,KV CH 30 Day DT,4,3,,33,30 Days,Solomon,KV Infeed and PC,,,,
127,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,KV CH Summary ,KV CH Summary ,1,1,https://analytics.fmgl.com.au/t/sandbox/views/KVCHSummary/KVCHSummary?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,33,,,,,,,
128,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,KV CH Weekly TUM,KV CH Weekly TUM,2,1,https://analytics.fmgl.com.au/t/sandbox/views/KVCHWeeklyTUM/KVCHWeeklyTUM?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,33,,,,,,,
133,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,KV Forcelist,KV Forcelist,8,1,https://analytics.fmgl.com.au/t/sandbox/views/KVWeeklyReliabilityDashboard_16558592428330/Forcelist?:showAppBanner=false&:origin=viz_share_link&:display_count=n&:showVizHome=n&:device=desktop,33,,,,,,,
135,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,KV Idlers,KV Idlers,10,1,https://analytics.fmgl.com.au/t/sandbox/views/SMKVIdlers/SMFTIdlers?:showAppBanner=false&:origin=viz_share_link&:display_count=n&:showVizHome=n&:device=desktop,33,,,,,,,
132,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,KV OPF 30 Day DT,KV OPF 30 Day DT,7,3,,33,30 Days,Solomon,KV OPF,,,,
130,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,KV OPF Summary,KV OPF Summary,5,1,https://analytics.fmgl.com.au/t/sandbox/views/KVOPFSummary/KVOPFSummary?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,33,,,,,,,
131,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,KV OPF Weekly TUM,KV OPF Weekly TUM,6,1,https://analytics.fmgl.com.au/t/sandbox/views/KVOPFWeeklyTUM/KVOPFWeeklyTUM?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,33,,,,,,,
134,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,KV Watchlist,KV Watchlist,9,1,https://analytics.fmgl.com.au/t/sandbox/views/KVWatchlist/FiretailWatchlist?:showAppBanner=false&:origin=viz_share_link&:display_count=n&:showVizHome=n&:device=desktop,33,,,,,,,
241,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,QV CH Sumary,QV CH Sumary,3,1,https://analytics.fmgl.com.au/t/sandbox/views/QVCHSummary_KVWeeklyReliabilityMeeting/QVCHSummary?:showAppBanner=false&:origin=viz_share_link&:display_count=n&:showVizHome=n&:device=desktop,33,,,,,,,
215,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM Diggers FLOC DT Pareto,SM Diggers FLOC DT Pareto,1,2,,44,,,,Solomon,Excavator,30 Days,
221,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM Dozers FLOC DT Pareto,SM Dozers FLOC DT Pareto,3,2,,45,,,,Solomon,Dozer,30 Days,
216,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM Drills FLOC DT Pareto,SM Drills FLOC DT Pareto,2,2,,44,,,,Solomon,Drills,30 Days,
125,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM FT Actions Report,SM FT Actions Report,15,1,https://analytics.fmgl.com.au/t/sandbox/views/InvestigationandActiontracker/ActionsDashboard/d85ee46d-d816-4a23-8e7c-cceaca2d8f46/b263ec85-c394-4c8a-8487-bdf032c28c0c?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,32,,,,,,,
126,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM FT Investigations Report,SM FT Investigations Report,16,1,https://analytics.fmgl.com.au/t/sandbox/views/InvestigationandActiontracker/InvestigationsDashboard/60aed836-bb00-42ce-a854-a1bd4d5ddb49/SMFTFPReport?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,32,,,,,,,
219,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM Graders FLOC DT Pareto,SM Graders FLOC DT Pareto,1,2,,45,,,,Solomon,Grader,30 Days,
212,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM Haul Truck FLOC DT Pareto,SM Haul Truck FLOC DT Pareto,1,2,,43,,,,Solomon,Haul Truck,30 Days,
222,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM HME Ancilliary Actions Report,SM HME Ancilliary Actions Report,4,1,https://analytics.fmgl.com.au/t/sandbox/views/InvestigationandActiontracker/ActionsDashboard/097dd383-2877-4d0a-828a-283a159bb0cb/a7c41ebc-c313-49b6-80f4-05d1902c713e?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,45,,,,,,,
223,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM HME Ancilliary Investigations Report,SM HME Ancilliary Investigations Report,5,1,https://analytics.fmgl.com.au/t/sandbox/views/InvestigationandActiontracker/InvestigationsDashboard/1082ec92-7a78-45e6-8578-e90fb62bfe57/SMAncilliaryReport?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,45,,,,,,,
217,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM HME Diggers and Drills Actions Report,SM HME Diggers and Drills Actions Report,3,1,https://analytics.fmgl.com.au/t/sandbox/views/InvestigationandActiontracker/ActionsDashboard/460dfec6-9f8e-4f28-9729-da3b4fdd33de/6291cd8e-b7a2-4214-be5e-fd4d54da35b8?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,44,,,,,,,
218,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM HME Diggers and Drills Investigations Report,SM HME Diggers and Drills Investigations Report,4,1,https://analytics.fmgl.com.au/t/sandbox/views/InvestigationandActiontracker/InvestigationsDashboard/4fa604b2-5a1c-47ab-bc52-4abe1f1a61f5/SMDiggersandDrillsReport?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,44,,,,,,,
213,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM HME Trucks Actions Report,SM HME Trucks Actions Report,2,1,https://analytics.fmgl.com.au/t/sandbox/views/InvestigationandActiontracker/ActionsDashboard/90d524bc-95e5-42da-98cf-463dbfff152c/fa927da2-2044-463b-af13-fafd86d24fbc?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,43,,,,,,,
214,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM HME Trucks Investigations Report,SM HME Trucks Investigations Report,3,1,https://analytics.fmgl.com.au/t/sandbox/views/InvestigationandActiontracker/InvestigationsDashboard/7c5c2166-dab6-4500-a3fe-466ad89760e1/SMTrucksReport?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,43,,,,,,,
136,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM KV Actions Report,SM KV Actions Report,11,1,https://analytics.fmgl.com.au/t/sandbox/views/InvestigationandActiontracker/ActionsDashboard/da65c728-2a84-47da-8c0c-0e1ffa038739/7b603f13-4e00-4cd3-b3bc-820a0ab073e0?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,33,,,,,,,
137,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM KV Investigations Report,SM KV Investigations Report,12,1,https://analytics.fmgl.com.au/t/sandbox/views/InvestigationandActiontracker/InvestigationsDashboard/5cd3dfac-cbbc-4d09-8039-67a6977223fa/SMKVFPReport?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,33,,,,,,,
220,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM Loaders FLOC DT Pareto,SM Loaders FLOC DT Pareto,2,2,,45,,,,Solomon,Wheel Loader,30 Days,
244,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM PS 30 Day DT,SM PS 30 Day DT,3,3,,16,30 days,Energy Operations,SMPS Solomon Power Station,,,,
242,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM PS Summary,SM PS Summary,1,1,https://analytics.fmgl.com.au/t/sandbox/views/EOPsGenerationSummary/KVOPFSummary?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,16,,,,,,,
243,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM PS TUM,SM PS TUM,2,1,https://analytics.fmgl.com.au/t/sandbox/views/EOPSSOLPSTUM/WeeklyTUM?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,16,,,,,,,
119,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM TLO 30 Day DT,SM TLO 30 Day DT,9,3,,32,30 Days,Solomon,SM Stockyard,,,,
124,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM TLO Idlers,SM TLO Idlers,14,1,https://analytics.fmgl.com.au/t/sandbox/views/FTWeeklyReliabilityDashboard-updated_16554431374370/StockyardIdlers2/f384234a-def2-4329-b46b-0e0250a64286/d670ba3f-d5e0-42b2-86c6-d1ea3c210800?:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,32,,,,,,,
117,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM TLO Summary ,SM TLO Summary ,7,1,https://analytics.fmgl.com.au/t/sandbox/views/SMTLOSummary/SMTLOSummary?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,32,,,,,,,
122,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM TLO Watchlist,SM TLO Watchlist,12,1,https://analytics.fmgl.com.au/t/sandbox/views/FTWeeklyReliabilityDashboard-updated_16554431374370/TLOWatchlist?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,32,,,,,,,
118,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,SM TLO Weekly TUM,SM TLO Weekly TUM,8,1,https://analytics.fmgl.com.au/t/sandbox/views/SMTLOWeeklyTUM/SMTLOWeeklyTUM?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,32,,,,,,,
248,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,IB CH Summary,IB CH Summary,1,1,https://analytics.fmgl.com.au/t/sandbox/views/IBCHSummary/IBCHSummary?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,31,,,,,,,
249,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,IB CH TUM,IB CH TUM,2,1,https://analytics.fmgl.com.au/t/sandbox/views/IBCHWeeklyTUM/IBCHWeeklyTUM?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,31,,,,,,,
250,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,IB CH 30 Day DT,IB CH 30 Day DT,3,3,,31,30 Days,Iron Bridge,Dry Plant Magnetite,,,,
251,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,IB FP Actions Report,IB FP Actions Report,4,1,https://analytics.fmgl.com.au/t/sandbox/views/InvestigationandActiontracker/ActionsDashboard/df143b42-b246-40ec-8898-55f2d91334a7/6aadce0d-cad0-42ee-b756-7dcbe24a6299?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,31,,,,,,,
252,2022-08-15 17:55:00.000 +0800,2022-08-15 17:55:00.000 +0800,IB FP Investigations Report,IB FP Investigations Report,5,1,https://analytics.fmgl.com.au/t/sandbox/views/InvestigationandActiontracker/InvestigationsDashboard/8774aecd-14ce-48cc-ae6b-2eb6fae22c72/IBFPReport?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:device=desktop,31,,,,,,,
